checking_status,duration,credit_history,purpose,credit_amount,savings,employment,installment_rate,personal_status_sex,other_debtors,residence_since,property,age,other_installment,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target,default,thin_file,income_proxy,country
A14,6,A32,A48,238.0,A65,A71,4,A93,A101,4,A122,36,A143,A152,1,A174,2,A192,A201,1,0,1,3687.0,NIGERIA
A14,6,A32,A45,158.0,A63,A74,2,A94,A101,4,A121,23,A143,A151,1,A172,1,A191,A201,1,1,1,1545.0,NIGERIA
A14,15,A34,A42,643.0,A61,A73,4,A93,A101,2,A124,28,A143,A153,1,A173,1,A192,A201,1,0,0,5880.0,NIGERIA
A14,12,A32,A40,561.0,A65,A75,4,A93,A101,3,A123,50,A143,A152,1,A173,1,A192,A201,1,0,0,9152.0,NIGERIA
A11,12,A31,A48,64.0,A61,A75,4,A94,A101,1,A123,45,A141,A152,1,A172,1,A191,A201,1,0,1,1203.0,NIGERIA
A14,7,A33,A43,185.0,A65,A75,3,A93,A101,4,A124,36,A143,A153,1,A173,1,A191,A201,1,0,0,4290.0,NIGERIA
A12,18,A30,A40,455.0,A62,A72,3,A92,A101,3,A123,28,A143,A152,2,A173,1,A191,A201,2,1,1,4359.0,NIGERIA
A14,15,A32,A41,315.0,A65,A75,4,A93,A101,4,A124,45,A141,A153,1,A173,2,A191,A201,1,0,0,4591.0,NIGERIA
A12,12,A34,A44,350.0,A61,A74,4,A93,A101,3,A122,26,A143,A152,1,A173,1,A191,A201,1,0,1,7782.0,NIGERIA
A11,18,A32,A43,678.0,A61,A74,4,A92,A103,1,A121,25,A143,A152,1,A173,1,A191,A201,1,0,0,12857.0,NIGERIA
A14,21,A30,A40,1097.0,A65,A73,1,A92,A101,4,A122,29,A141,A152,2,A173,1,A192,A201,2,1,1,9947.0,NIGERIA
A11,24,A31,A43,348.0,A61,A74,4,A93,A103,4,A123,24,A141,A151,1,A172,1,A191,A201,2,1,1,6614.0,NIGERIA
A11,12,A32,A43,330.0,A63,A75,3,A94,A101,1,A121,35,A143,A152,1,A173,1,A191,A201,1,0,0,5283.0,NIGERIA
A14,9,A34,A40,232.0,A61,A73,3,A93,A101,1,A121,30,A143,A152,2,A173,1,A191,A201,1,1,1,4877.0,NIGERIA
A12,12,A32,A43,281.0,A61,A72,2,A93,A101,1,A123,22,A142,A152,1,A173,1,A191,A201,2,1,0,4375.0,NIGERIA
A11,12,A31,A48,78.0,A61,A75,4,A94,A101,1,A123,45,A141,A152,1,A172,1,A191,A201,1,0,1,763.0,NIGERIA
A11,12,A32,A43,135.0,A61,A73,4,A94,A101,2,A121,40,A143,A152,1,A172,1,A191,A201,1,0,0,1751.0,NIGERIA
A11,6,A32,A44,74.0,A61,A72,4,A92,A101,1,A121,27,A143,A152,1,A173,1,A191,A201,1,0,1,1253.0,NIGERIA
A12,60,A33,A43,1730.0,A65,A73,2,A93,A101,2,A124,27,A143,A153,1,A174,1,A191,A201,1,0,0,24061.0,NIGERIA
A14,6,A30,A40,272.0,A62,A73,4,A93,A101,1,A124,35,A141,A151,1,A173,1,A191,A202,1,0,1,3376.0,NIGERIA
A11,24,A32,A40,247.0,A65,A74,4,A92,A101,4,A124,32,A143,A151,1,A173,1,A191,A201,2,1,0,2788.0,NIGERIA
A14,6,A34,A43,293.0,A62,A73,1,A92,A101,1,A122,27,A143,A152,2,A173,1,A191,A201,1,0,1,4175.0,NIGERIA
A11,6,A32,A46,105.0,A61,A72,4,A92,A101,4,A122,23,A143,A152,1,A173,1,A191,A201,2,1,0,1556.0,NIGERIA
A12,15,A32,A45,557.0,A62,A73,3,A92,A101,2,A121,25,A143,A152,1,A172,1,A191,A201,1,0,0,7983.0,NIGERIA
A12,24,A32,A41,2749.0,A61,A75,4,A92,A101,2,A124,44,A143,A153,1,A174,1,A192,A201,2,1,1,29723.0,NIGERIA
A12,12,A32,A49,247.0,A62,A74,3,A93,A101,4,A121,39,A143,A152,1,A172,1,A191,A201,1,0,0,5157.0,NIGERIA
A14,24,A34,A49,896.0,A62,A73,3,A93,A101,3,A122,27,A143,A152,2,A172,1,A192,A201,1,0,0,20390.0,NIGERIA
A11,18,A32,A40,911.0,A62,A73,3,A93,A101,4,A123,35,A143,A152,1,A172,2,A192,A201,1,0,0,12528.0,NIGERIA
A13,12,A33,A40,505.0,A61,A73,2,A92,A101,2,A123,36,A142,A152,2,A173,1,A192,A201,1,0,1,7439.0,NIGERIA
A14,18,A32,A42,683.0,A61,A75,4,A93,A101,4,A122,47,A141,A152,3,A173,2,A192,A201,1,0,1,9627.0,NIGERIA
A12,6,A31,A40,182.0,A62,A72,1,A92,A101,1,A122,32,A142,A152,1,A172,1,A191,A201,2,1,1,3683.0,NIGERIA
A11,36,A33,A46,1541.0,A61,A73,4,A93,A101,3,A122,29,A142,A152,1,A173,1,A192,A201,2,1,1,34588.0,NIGERIA
A11,6,A34,A43,73.0,A63,A75,4,A93,A101,4,A123,52,A143,A152,2,A173,1,A191,A201,1,0,0,978.0,NIGERIA
A12,30,A32,A42,647.0,A62,A73,2,A92,A102,4,A123,21,A143,A151,1,A173,1,A191,A201,2,1,0,13558.0,NIGERIA
A13,36,A32,A43,901.0,A61,A75,4,A93,A101,2,A123,31,A143,A152,1,A173,1,A191,A201,1,0,0,11133.0,NIGERIA
A11,36,A34,A46,1788.0,A61,A73,3,A92,A101,2,A124,25,A143,A152,2,A174,1,A192,A201,2,1,0,25093.0,NIGERIA
A14,15,A33,A41,883.0,A61,A72,1,A92,A101,2,A122,46,A143,A152,2,A172,1,A191,A201,1,0,0,11539.0,NIGERIA
A13,6,A34,A40,321.0,A62,A75,2,A91,A101,4,A123,28,A143,A152,2,A173,2,A192,A201,1,0,1,3253.0,NIGERIA
A14,12,A32,A41,507.0,A65,A72,2,A94,A101,4,A123,26,A143,A151,1,A173,1,A192,A201,1,0,1,6833.0,NIGERIA
A11,24,A31,A42,565.0,A63,A73,4,A93,A101,4,A121,22,A142,A152,1,A173,1,A192,A201,1,0,0,9694.0,NIGERIA
A14,12,A34,A40,286.0,A61,A75,4,A93,A101,4,A121,61,A143,A152,2,A172,1,A191,A201,1,0,0,2611.0,NIGERIA
A14,18,A30,A49,1037.0,A61,A73,2,A93,A101,2,A123,36,A142,A152,2,A173,2,A191,A201,2,1,1,13096.0,NIGERIA
A12,18,A32,A49,363.0,A64,A72,3,A94,A101,3,A121,36,A141,A152,1,A173,1,A192,A201,1,0,1,3783.0,NIGERIA
A12,36,A34,A43,472.0,A61,A75,4,A93,A101,4,A121,36,A143,A152,1,A173,1,A191,A201,1,0,1,6112.0,NIGERIA
A12,12,A32,A43,595.0,A61,A74,2,A92,A101,1,A121,27,A143,A152,1,A173,1,A191,A201,1,0,1,5790.0,NIGERIA
A12,6,A31,A46,108.0,A64,A72,4,A92,A101,2,A122,24,A141,A151,1,A173,2,A191,A201,2,1,0,1535.0,NIGERIA
A11,24,A33,A43,243.0,A61,A72,4,A94,A101,4,A121,48,A142,A152,1,A173,1,A191,A201,2,1,0,2358.0,NIGERIA
A13,6,A34,A40,310.0,A61,A73,1,A93,A101,1,A121,74,A143,A152,3,A171,2,A191,A202,1,0,1,3606.0,NIGERIA
A12,12,A32,A43,251.0,A61,A75,3,A94,A103,3,A121,40,A141,A152,2,A172,1,A191,A201,1,0,1,4278.0,NIGERIA
A12,12,A32,A40,1359.0,A61,A74,2,A93,A101,2,A123,32,A143,A152,1,A173,1,A191,A201,1,1,1,18222.0,NIGERIA
A14,24,A33,A42,779.0,A62,A73,2,A93,A101,3,A122,35,A143,A152,2,A173,1,A191,A201,1,0,0,14609.0,NIGERIA
A12,8,A32,A43,311.0,A61,A73,4,A93,A103,2,A121,33,A143,A152,1,A173,1,A191,A202,1,0,1,6126.0,NIGERIA
A12,9,A32,A43,410.0,A61,A72,4,A92,A101,2,A123,22,A143,A152,1,A173,1,A192,A201,2,1,1,6647.0,NIGERIA
A11,12,A32,A40,142.0,A61,A74,4,A93,A101,2,A121,26,A143,A152,1,A173,1,A191,A201,2,1,1,1319.0,NIGERIA
A12,24,A32,A40,513.0,A61,A73,3,A92,A101,4,A122,20,A143,A151,1,A172,1,A192,A201,2,1,1,6456.0,NIGERIA
A13,6,A34,A40,274.0,A62,A75,2,A91,A101,4,A123,28,A143,A152,2,A173,2,A192,A201,1,0,0,4872.0,NIGERIA
A12,9,A32,A43,392.0,A61,A72,4,A92,A101,2,A123,22,A143,A152,1,A173,1,A192,A201,2,1,0,8179.0,NIGERIA
A12,30,A30,A49,1067.0,A62,A73,4,A92,A101,4,A123,26,A143,A151,2,A172,1,A191,A201,2,1,1,21392.0,NIGERIA
A14,24,A32,A43,417.0,A62,A73,4,A93,A101,4,A123,29,A143,A151,1,A174,1,A192,A201,1,0,0,3906.0,NIGERIA
A14,24,A32,A43,278.0,A63,A74,4,A92,A101,1,A123,28,A143,A152,1,A173,1,A191,A201,1,0,0,5920.0,NIGERIA
A14,12,A33,A45,368.0,A64,A75,4,A93,A101,4,A124,55,A143,A153,2,A173,2,A191,A201,2,1,0,6743.0,NIGERIA
A14,60,A33,A43,3254.0,A61,A74,2,A93,A101,4,A123,21,A143,A152,2,A173,1,A192,A201,1,0,0,74228.0,NIGERIA
A14,12,A32,A43,612.0,A61,A73,2,A93,A101,4,A123,52,A143,A152,1,A173,1,A192,A201,1,0,0,12068.0,NIGERIA
A14,24,A32,A40,261.0,A61,A73,2,A93,A103,2,A121,31,A143,A152,1,A173,1,A192,A201,1,0,1,3273.0,NIGERIA
A12,24,A34,A49,413.0,A61,A75,4,A91,A101,4,A121,31,A143,A152,2,A173,1,A192,A201,2,1,0,5670.0,NIGERIA
A11,12,A30,A45,226.0,A61,A74,4,A93,A101,3,A121,28,A143,A152,2,A173,1,A191,A201,2,1,0,4746.0,NIGERIA
A11,6,A32,A44,65.0,A61,A72,4,A92,A101,1,A121,27,A143,A152,1,A173,1,A191,A201,1,0,1,1516.0,NIGERIA
A14,18,A33,A43,579.0,A61,A71,2,A94,A101,3,A121,34,A143,A152,2,A173,1,A191,A201,1,0,1,11858.0,NIGERIA
A12,24,A34,A41,1608.0,A64,A75,2,A92,A101,4,A124,29,A143,A151,1,A173,1,A191,A201,1,0,0,35241.0,NIGERIA
A11,24,A33,A40,1212.0,A61,A73,3,A93,A101,4,A124,53,A143,A153,2,A173,2,A191,A201,2,1,1,17861.0,NIGERIA
A14,10,A34,A40,236.0,A61,A75,3,A93,A101,4,A121,32,A143,A152,2,A172,2,A191,A202,1,0,0,3038.0,NIGERIA
A12,12,A32,A43,251.0,A63,A73,3,A91,A101,1,A123,26,A143,A152,1,A173,1,A192,A201,1,0,0,5116.0,NIGERIA
A14,13,A32,A43,272.0,A62,A71,2,A92,A101,4,A121,64,A143,A152,1,A173,1,A191,A201,1,0,0,2490.0,NIGERIA
A12,11,A33,A43,1053.0,A61,A74,2,A93,A101,4,A122,51,A143,A152,1,A173,1,A191,A201,1,0,0,14704.0,NIGERIA
A11,36,A34,A46,1752.0,A61,A73,3,A92,A101,2,A124,25,A143,A152,2,A174,1,A192,A201,2,1,0,36700.0,NIGERIA
A11,18,A32,A42,781.0,A61,A72,1,A92,A101,4,A123,22,A143,A151,1,A173,1,A191,A201,1,0,1,13690.0,NIGERIA
A11,15,A32,A44,253.0,A65,A73,4,A92,A101,2,A123,24,A143,A151,1,A173,1,A191,A201,2,1,0,5561.0,NIGERIA
A14,12,A32,A43,183.0,A61,A73,4,A94,A101,2,A121,28,A143,A152,1,A173,1,A191,A201,1,0,1,1937.0,NIGERIA
A14,24,A32,A43,315.0,A62,A74,4,A94,A101,3,A122,26,A143,A152,1,A173,1,A192,A201,1,0,0,7065.0,NIGERIA
A11,9,A32,A43,338.0,A61,A72,3,A92,A101,4,A122,22,A143,A151,1,A173,1,A191,A201,2,1,0,5690.0,NIGERIA
A14,36,A34,A41,1104.0,A61,A75,2,A93,A101,2,A122,35,A143,A152,2,A173,2,A192,A201,1,0,0,24426.0,NIGERIA
A14,12,A32,A46,150.0,A61,A75,4,A93,A101,4,A123,41,A141,A152,1,A172,2,A191,A201,2,1,1,1666.0,NIGERIA
A11,12,A32,A48,204.0,A61,A74,4,A94,A101,4,A122,21,A143,A151,1,A173,1,A191,A201,2,1,0,2618.0,NIGERIA
A12,9,A34,A43,280.0,A61,A75,2,A93,A101,4,A121,37,A143,A152,3,A172,1,A191,A201,1,0,0,5890.0,NIGERIA
A11,8,A34,A410,234.0,A61,A75,3,A93,A101,4,A124,51,A141,A153,2,A174,2,A192,A201,1,0,1,3080.0,NIGERIA
A11,24,A32,A42,875.0,A61,A73,2,A93,A101,2,A123,27,A142,A152,1,A173,1,A191,A201,1,0,1,7966.0,NIGERIA
A12,11,A34,A40,281.0,A64,A73,4,A92,A101,4,A123,40,A143,A152,2,A173,1,A191,A201,1,0,0,5006.0,NIGERIA
A14,30,A31,A41,1757.0,A65,A71,4,A92,A101,1,A121,53,A141,A152,1,A174,1,A192,A201,2,1,1,37504.0,NIGERIA
A12,45,A32,A43,696.0,A62,A73,4,A93,A103,4,A122,21,A143,A151,1,A173,1,A191,A201,2,1,1,6438.0,NIGERIA
A11,24,A34,A41,1483.0,A61,A75,2,A92,A101,4,A124,44,A143,A153,2,A174,2,A192,A201,1,0,1,19460.0,NIGERIA
A14,12,A34,A49,286.0,A65,A75,4,A93,A101,4,A124,57,A143,A151,1,A172,1,A191,A201,1,0,0,3789.0,NIGERIA
A11,30,A32,A42,735.0,A64,A75,4,A92,A101,4,A122,57,A143,A151,2,A173,1,A192,A201,1,0,0,12829.0,NIGERIA
A12,24,A33,A42,451.0,A65,A72,4,A93,A101,2,A122,29,A141,A152,1,A172,1,A191,A201,1,0,0,7406.0,NIGERIA
A11,12,A32,A40,266.0,A61,A73,4,A94,A101,3,A121,27,A143,A152,1,A172,1,A191,A201,1,0,0,3467.0,NIGERIA
A11,12,A31,A43,503.0,A61,A73,4,A91,A101,1,A124,29,A143,A153,1,A173,1,A191,A201,2,1,0,8346.0,NIGERIA
A12,12,A32,A43,301.0,A61,A72,1,A94,A101,1,A121,23,A143,A151,1,A173,1,A191,A201,2,1,1,4421.0,NIGERIA
A12,18,A32,A40,1328.0,A61,A74,3,A93,A101,3,A121,28,A143,A151,1,A172,1,A191,A201,1,0,1,25293.0,NIGERIA
A14,24,A33,A40,446.0,A61,A75,4,A93,A101,4,A124,60,A143,A153,2,A173,1,A192,A201,1,0,0,4532.0,NIGERIA
A14,24,A32,A41,1494.0,A65,A75,3,A93,A101,4,A123,41,A143,A152,1,A174,2,A192,A201,1,0,0,34816.0,NIGERIA
A12,10,A32,A42,351.0,A61,A73,4,A91,A101,2,A123,31,A143,A152,1,A172,1,A191,A201,1,0,0,4165.0,NIGERIA
A14,15,A32,A42,675.0,A61,A72,2,A93,A101,3,A122,27,A141,A152,2,A172,1,A191,A201,1,0,0,13671.0,NIGERIA
A13,18,A32,A42,655.0,A61,A72,1,A92,A101,1,A122,45,A142,A152,1,A172,1,A191,A201,1,0,1,11251.0,NIGERIA
A12,12,A32,A49,163.0,A62,A74,2,A92,A101,4,A121,23,A143,A151,1,A172,1,A191,A201,1,0,1,3552.0,NIGERIA
A12,10,A31,A43,231.0,A61,A73,4,A93,A101,4,A121,23,A142,A152,1,A172,1,A191,A201,1,0,0,4059.0,NIGERIA
A12,24,A32,A43,507.0,A61,A72,1,A94,A101,1,A122,22,A143,A152,1,A173,1,A192,A201,2,1,0,4667.0,NIGERIA
A12,9,A34,A46,310.0,A61,A75,2,A92,A101,3,A123,34,A143,A152,2,A174,1,A192,A201,2,1,1,6538.0,NIGERIA
A11,15,A30,A40,217.0,A61,A75,4,A93,A101,3,A123,33,A143,A151,2,A173,2,A191,A201,2,1,0,2712.0,NIGERIA
A14,48,A34,A41,2907.0,A62,A73,2,A92,A101,4,A123,24,A141,A151,2,A172,1,A191,A201,2,1,0,31083.0,NIGERIA
A14,15,A34,A43,347.0,A61,A73,4,A93,A101,4,A124,35,A143,A153,2,A173,1,A192,A201,1,0,0,7918.0,NIGERIA
A12,6,A32,A43,116.0,A61,A72,3,A94,A101,3,A121,26,A143,A152,1,A172,1,A191,A202,1,0,1,1173.0,NIGERIA
A12,9,A32,A49,304.0,A61,A73,2,A94,A101,1,A121,27,A141,A152,1,A173,1,A192,A201,1,0,0,4282.0,NIGERIA
A14,9,A32,A44,302.0,A61,A72,1,A92,A101,4,A121,23,A143,A151,1,A173,1,A192,A201,1,0,0,4183.0,NIGERIA
A14,30,A34,A43,1263.0,A61,A74,3,A93,A102,2,A123,38,A143,A152,1,A173,1,A191,A201,1,0,1,16388.0,NIGERIA
A11,24,A31,A42,896.0,A61,A74,3,A93,A101,4,A123,27,A141,A152,1,A173,1,A191,A201,2,1,1,9890.0,NIGERIA
A12,20,A32,A41,1302.0,A65,A71,1,A91,A101,4,A121,60,A143,A152,1,A174,1,A192,A201,1,0,0,21712.0,NIGERIA
A14,6,A34,A40,1269.0,A61,A74,1,A93,A101,3,A124,45,A143,A152,2,A174,2,A192,A201,1,0,0,23086.0,NIGERIA
A13,12,A32,A43,256.0,A61,A73,3,A94,A101,4,A121,23,A143,A151,1,A173,1,A191,A201,1,0,1,5680.0,NIGERIA
A12,54,A30,A49,3597.0,A61,A72,3,A93,A101,4,A124,58,A143,A151,1,A173,1,A192,A201,2,1,0,83658.0,NIGERIA
A11,24,A32,A41,616.0,A61,A74,2,A93,A101,1,A124,34,A143,A153,1,A174,1,A192,A201,1,0,1,6543.0,NIGERIA
A14,12,A33,A41,328.0,A61,A73,4,A94,A101,4,A121,41,A143,A151,1,A173,1,A191,A201,1,0,0,4408.0,NIGERIA
A14,24,A32,A41,1183.0,A65,A71,2,A92,A101,4,A122,26,A143,A151,1,A174,1,A192,A201,1,0,0,15219.0,NIGERIA
A14,12,A34,A46,662.0,A61,A75,2,A92,A101,4,A124,57,A141,A153,3,A172,1,A191,A201,1,0,1,11421.0,NIGERIA
A11,8,A34,A40,160.0,A61,A75,4,A93,A101,4,A121,47,A143,A152,2,A172,1,A191,A201,1,0,1,2763.0,NIGERIA
A11,12,A30,A45,251.0,A61,A74,4,A93,A101,3,A121,28,A143,A152,2,A173,1,A191,A201,2,1,0,3941.0,NIGERIA
A11,18,A32,A43,510.0,A61,A72,4,A92,A101,1,A123,27,A142,A152,1,A173,1,A191,A201,1,0,0,10410.0,NIGERIA
A13,6,A34,A46,206.0,A61,A73,2,A92,A101,4,A122,50,A143,A152,1,A172,1,A191,A201,1,0,1,2894.0,NIGERIA
A14,12,A34,A42,243.0,A61,A72,2,A92,A101,4,A122,22,A143,A151,2,A172,1,A191,A201,1,0,1,2695.0,NIGERIA
A12,9,A32,A43,330.0,A61,A72,4,A92,A101,2,A123,22,A143,A152,1,A173,1,A192,A201,2,1,1,6610.0,NIGERIA
A14,21,A30,A40,1182.0,A65,A73,1,A92,A101,4,A122,29,A141,A152,2,A173,1,A192,A201,2,1,1,19771.0,NIGERIA
A12,6,A34,A48,205.0,A65,A74,1,A92,A101,3,A122,39,A143,A152,2,A172,1,A191,A201,1,0,1,3362.0,NIGERIA
A11,24,A31,A42,484.0,A63,A73,4,A93,A101,4,A121,22,A142,A152,1,A173,1,A192,A201,1,0,0,6444.0,NIGERIA
A11,24,A33,A43,248.0,A61,A72,4,A94,A101,4,A121,48,A142,A152,1,A173,1,A191,A201,2,1,1,4862.0,NIGERIA
A12,9,A32,A43,262.0,A61,A75,4,A93,A101,4,A123,27,A143,A152,2,A172,1,A191,A201,1,0,1,5408.0,NIGERIA
A14,10,A34,A40,263.0,A61,A75,3,A93,A101,4,A121,32,A143,A152,2,A172,2,A191,A202,1,0,0,2963.0,NIGERIA
A14,12,A34,A40,305.0,A61,A75,4,A93,A101,4,A121,61,A143,A152,2,A172,1,A191,A201,1,0,1,2786.0,NIGERIA
A11,24,A34,A41,623.0,A61,A75,4,A93,A101,4,A122,63,A143,A152,2,A173,1,A192,A201,1,0,0,7739.0,NIGERIA
A14,14,A33,A40,188.0,A61,A73,4,A93,A101,2,A123,27,A143,A152,2,A172,1,A191,A201,1,0,1,4183.0,NIGERIA
A12,18,A32,A49,483.0,A64,A72,3,A94,A101,3,A121,36,A141,A152,1,A173,1,A192,A201,1,0,0,4817.0,NIGERIA
A14,12,A34,A46,443.0,A61,A74,2,A93,A101,3,A121,49,A143,A152,1,A172,2,A191,A201,1,0,0,6711.0,NIGERIA
A14,18,A34,A41,743.0,A61,A74,3,A93,A101,1,A123,27,A143,A152,2,A173,1,A191,A201,1,0,0,16141.0,NIGERIA
A11,21,A32,A43,552.0,A61,A72,4,A92,A101,4,A122,28,A143,A151,1,A174,1,A192,A201,1,0,0,5372.0,NIGERIA
A12,12,A32,A40,162.0,A62,A72,4,A92,A101,2,A122,23,A141,A152,1,A172,1,A191,A201,2,1,0,3413.0,NIGERIA
A12,18,A32,A41,600.0,A61,A73,1,A94,A101,3,A123,21,A143,A151,1,A173,1,A192,A201,1,0,0,11657.0,NIGERIA
A12,36,A31,A44,1002.0,A65,A72,3,A92,A101,2,A124,29,A141,A152,1,A171,1,A191,A201,1,0,1,17010.0,NIGERIA
A14,13,A32,A43,309.0,A62,A71,2,A92,A101,4,A121,64,A143,A152,1,A173,1,A191,A201,1,0,0,3960.0,NIGERIA
A14,21,A34,A40,2669.0,A65,A75,4,A93,A101,4,A124,30,A143,A153,1,A174,1,A192,A201,2,1,0,52800.0,NIGERIA
A14,6,A31,A43,433.0,A63,A75,2,A93,A101,4,A122,45,A141,A152,1,A172,2,A191,A201,1,0,1,8730.0,NIGERIA
A11,24,A32,A42,599.0,A61,A72,4,A93,A101,1,A124,22,A141,A153,1,A173,1,A191,A201,1,0,0,11565.0,NIGERIA
A12,27,A32,A49,987.0,A61,A73,4,A93,A101,2,A123,36,A143,A152,1,A173,2,A192,A201,2,1,0,16483.0,NIGERIA
A12,8,A32,A43,314.0,A61,A73,4,A93,A103,2,A121,33,A143,A152,1,A173,1,A191,A202,1,0,0,4144.0,NIGERIA
A12,18,A33,A42,901.0,A61,A75,4,A91,A101,3,A124,40,A143,A152,1,A174,1,A192,A201,2,1,1,9943.0,NIGERIA
A11,12,A32,A40,184.0,A61,A74,4,A93,A101,2,A121,26,A143,A152,1,A173,1,A191,A201,2,1,0,2086.0,NIGERIA
A11,15,A32,A40,415.0,A61,A72,2,A93,A101,3,A121,36,A143,A152,1,A173,1,A191,A201,1,1,1,9212.0,NIGERIA
A11,36,A32,A41,1625.0,A65,A75,3,A93,A101,4,A124,47,A143,A153,1,A173,1,A191,A201,2,1,1,17570.0,NIGERIA
A11,36,A31,A42,580.0,A61,A75,4,A93,A101,4,A123,31,A141,A152,1,A173,1,A191,A201,2,1,1,7992.0,NIGERIA
A11,10,A34,A42,495.0,A65,A72,2,A92,A102,3,A121,27,A143,A151,2,A173,1,A191,A202,1,0,0,7370.0,NIGERIA
A12,30,A33,A49,510.0,A62,A75,4,A93,A101,2,A122,41,A142,A152,2,A173,1,A191,A201,1,0,0,5509.0,NIGERIA
A14,12,A34,A43,347.0,A61,A75,2,A93,A101,4,A121,63,A143,A152,2,A172,1,A192,A201,1,0,0,3787.0,NIGERIA
A11,24,A32,A41,568.0,A65,A75,4,A93,A101,4,A124,49,A141,A153,1,A173,2,A192,A201,1,1,1,12112.0,NIGERIA
A14,24,A34,A46,395.0,A61,A75,4,A93,A101,4,A124,54,A143,A153,2,A173,2,A191,A201,1,0,1,8523.0,NIGERIA
A11,12,A32,A43,132.0,A61,A73,4,A94,A101,2,A121,40,A143,A152,1,A172,1,A191,A201,1,0,0,2777.0,NIGERIA
A12,24,A32,A43,822.0,A63,A71,1,A92,A101,4,A124,23,A143,A151,1,A171,1,A191,A201,1,0,0,14546.0,NIGERIA
A11,24,A34,A41,1256.0,A61,A71,2,A93,A101,4,A124,75,A143,A153,2,A174,1,A192,A201,1,0,1,17016.0,NIGERIA
A11,24,A34,A49,288.0,A62,A74,4,A93,A101,1,A121,26,A143,A152,2,A173,1,A192,A201,1,0,0,5269.0,NIGERIA
A11,18,A32,A42,227.0,A61,A71,4,A92,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,2,1,0,5030.0,NIGERIA
A14,18,A32,A42,493.0,A61,A73,4,A93,A101,4,A124,47,A141,A153,2,A173,1,A191,A201,1,0,1,10218.0,NIGERIA
A11,12,A34,A43,76.0,A61,A74,4,A92,A101,3,A121,58,A143,A152,4,A172,1,A192,A201,1,0,1,905.0,NIGERIA
A11,24,A32,A42,529.0,A62,A71,1,A91,A101,1,A122,33,A143,A152,1,A173,1,A191,A201,2,1,0,6812.0,NIGERIA
A11,48,A32,A46,1817.0,A61,A74,4,A93,A101,1,A124,50,A143,A153,1,A174,1,A192,A201,1,0,1,21376.0,NIGERIA
A11,12,A32,A40,296.0,A61,A74,2,A91,A101,3,A123,36,A143,A152,1,A173,1,A191,A201,2,1,1,3940.0,NIGERIA
A12,36,A34,A43,453.0,A61,A75,4,A93,A101,4,A121,36,A143,A152,1,A173,1,A191,A201,1,0,0,4413.0,NIGERIA
A11,6,A32,A40,268.0,A62,A75,3,A93,A101,2,A122,43,A143,A152,1,A173,1,A192,A201,1,0,1,3944.0,NIGERIA
A13,18,A32,A40,427.0,A61,A75,3,A92,A101,2,A123,23,A143,A152,1,A174,1,A191,A201,1,0,0,8138.0,NIGERIA
A14,6,A34,A43,267.0,A62,A73,1,A92,A101,1,A122,27,A143,A152,2,A173,1,A191,A201,1,0,1,2443.0,NIGERIA
A14,18,A32,A42,488.0,A61,A73,3,A93,A101,4,A121,43,A143,A152,1,A173,1,A192,A201,1,0,0,9157.0,NIGERIA
A14,6,A31,A40,159.0,A65,A73,1,A93,A103,2,A121,26,A142,A152,1,A172,2,A191,A201,1,0,0,2730.0,NIGERIA
A11,48,A34,A41,1234.0,A61,A75,4,A92,A101,4,A124,58,A142,A153,2,A172,1,A191,A201,2,1,1,18232.0,NIGERIA
A14,60,A34,A40,3075.0,A65,A75,2,A93,A101,4,A124,63,A141,A153,1,A174,1,A192,A201,1,0,1,50194.0,NIGERIA
A11,24,A31,A41,787.0,A61,A73,1,A92,A103,4,A123,22,A141,A151,1,A173,1,A191,A202,1,0,0,10139.0,NIGERIA
A14,24,A32,A43,1222.0,A65,A72,1,A92,A101,1,A123,44,A143,A152,2,A173,1,A192,A201,2,1,0,14627.0,NIGERIA
A11,12,A32,A40,275.0,A61,A72,3,A92,A101,1,A121,37,A143,A152,1,A172,1,A191,A201,2,1,1,5180.0,NIGERIA
A12,12,A32,A42,362.0,A61,A73,4,A93,A101,2,A122,37,A143,A152,1,A172,1,A191,A201,2,1,0,7210.0,NIGERIA
A14,15,A32,A40,811.0,A65,A73,3,A93,A101,2,A124,29,A143,A152,1,A173,1,A191,A201,1,1,1,14150.0,NIGERIA
A12,15,A32,A45,284.0,A61,A75,4,A93,A101,4,A123,38,A143,A152,2,A172,1,A191,A201,1,0,0,4380.0,NIGERIA
A11,12,A32,A42,320.0,A61,A73,2,A93,A101,2,A121,27,A143,A152,1,A173,1,A191,A201,1,0,1,5372.0,NIGERIA
A12,27,A32,A49,591.0,A61,A72,4,A92,A101,1,A122,32,A143,A152,1,A173,2,A192,A201,1,0,1,7087.0,NIGERIA
A14,12,A32,A40,127.0,A61,A73,4,A91,A101,2,A121,49,A143,A152,1,A172,1,A191,A201,1,0,0,2930.0,NIGERIA
A11,12,A34,A40,172.0,A61,A75,4,A93,A101,3,A122,35,A143,A152,2,A173,1,A191,A201,2,1,0,1890.0,NIGERIA
A14,15,A33,A41,876.0,A61,A72,1,A92,A101,2,A122,46,A143,A152,2,A172,1,A191,A201,1,0,0,15514.0,NIGERIA
